match_id,date,season,home_team,away_team,referee,home_goals,away_goals,home_yellow_cards,away_yellow_cards,total_yellow_cards,home_red_cards,away_red_cards,home_corners,away_corners,total_corners,home_fouls,away_fouls,total_fouls,has_penalty,penalty_count,medical_exits,referee_strictness
202,2024-02-06,2024-25,Динамо,Ахмат,Казарцев С.,1,1,2,3,5,0,0,1,6,7,15,18,33,1,0,2,1.2
203,2024-03-07,2024-25,Оренбург,Крылья Советов,Еськов А.,2,3,0,1,1,0,0,2,4,6,11,10,21,1,0,0,0.85
204,2024-04-08,2024-25,Пари НН,Ахмат,Казарцев С.,1,1,3,2,5,0,0,3,5,8,13,7,20,0,0,3,1.2
205,2024-05-09,2024-25,Ростов,Крылья Советов,Левников С.,2,1,3,2,5,0,0,6,10,16,10,16,26,0,0,1,1.3
206,2024-06-10,2024-25,Зенит,Сочи,Москалев А.,1,0,2,3,5,0,0,6,6,12,13,19,32,0,0,1,1.05
207,2024-07-11,2024-25,Факел,Оренбург,Москалев А.,0,1,2,2,4,0,0,6,10,16,9,11,20,0,0,3,1.05
208,2024-08-12,2024-25,ЦСКА,Спартак,Карасев С.,0,1,1,5,6,1,0,4,6,10,17,11,28,0,0,3,1.15
209,2024-09-13,2024-25,Оренбург,Краснодар,Иванов И.,3,1,2,2,4,0,0,3,5,8,14,5,19,0,0,1,0.95
210,2024-10-14,2024-25,Спартак,Крылья Советов,Москалев А.,0,1,0,1,1,0,0,7,3,10,9,7,16,0,0,3,1.05
211,2024-01-15,2024-25,Ростов,Спартак,Вилков В.,1,2,1,2,3,0,0,3,5,8,10,11,21,0,0,3,0.9
212,2024-02-16,2024-25,Спартак,Пари НН,Чистяков Е.,1,0,1,1,2,0,0,4,4,8,10,8,18,0,0,0,1.1
213,2024-03-17,2024-25,Спартак,Химки,Москалев А.,3,0,2,2,4,0,0,8,5,13,15,15,30,0,0,1,1.05
214,2024-04-18,2024-25,ЦСКА,Ростов,Левников С.,2,1,0,3,3,0,0,5,4,9,12,12,24,0,0,2,1.3
215,2024-05-19,2024-25,Ростов,Сочи,Матюнин А.,1,1,0,2,2,1,1,6,5,11,12,12,24,0,0,0,1.1
216,2024-06-20,2024-25,Крылья Советов,Факел,Чистяков Е.,2,0,0,0,0,0,0,4,8,12,11,15,26,1,0,2,1.1
217,2024-07-21,2024-25,Локомотив,Спартак,Карасев С.,0,0,0,6,6,0,0,4,5,9,16,16,32,1,0,2,1.15
218,2024-08-22,2024-25,Сочи,Крылья Советов,Матюнин А.,3,1,2,5,7,0,0,5,3,8,16,16,32,0,0,0,1.1
219,2024-09-23,2024-25,Оренбург,Пари НН,Москалев А.,1,1,1,2,3,0,0,4,6,10,8,22,30,0,0,1,1.05
220,2024-10-24,2024-25,Динамо,Факел,Левников С.,4,2,3,3,6,0,0,3,3,6,9,10,19,0,0,4,1.3
221,2024-01-25,2024-25,Спартак,Краснодар,Чистяков Е.,1,0,1,4,5,0,0,8,4,12,17,16,33,0,0,1,1.1
222,2024-02-26,2024-25,Крылья Советов,Динамо,Безбородов А.,2,2,1,3,4,0,0,5,4,9,7,17,24,0,0,2,0.8
223,2024-03-27,2024-25,Ахмат,ЦСКА,Чистяков Е.,2,1,1,2,3,0,0,1,1,2,11,10,21,0,0,1,1.1
224,2024-04-28,2024-25,Сочи,Ростов,Еськов А.,1,0,1,1,2,1,0,10,8,18,7,8,15,0,0,3,0.85
225,2024-05-01,2024-25,Ростов,Факел,Вилков В.,2,1,1,1,2,0,0,4,6,10,7,14,21,1,1,1,0.9
226,2024-06-02,2024-25,Урал,Зенит,Москалев А.,0,4,1,1,2,0,0,8,6,14,11,9,20,0,0,1,1.05
227,2024-07-03,2024-25,Ростов,Факел,Москалев А.,2,0,1,1,2,0,0,12,5,17,10,5,15,0,0,2,1.05
228,2024-08-04,2024-25,Локомотив,Рубин,Безбородов А.,2,0,2,2,4,0,0,4,4,8,14,22,36,0,0,2,0.8
229,2024-09-05,2024-25,Динамо,Факел,Еськов А.,1,1,1,1,2,0,0,5,9,14,17,16,33,0,0,3,0.85
230,2024-10-06,2024-25,Ахмат,Урал,Матюнин А.,3,1,2,0,2,1,0,6,7,13,10,23,33,0,0,1,1.1
231,2024-01-07,2024-25,Локомотив,Пари НН,Иванов И.,4,1,3,0,3,0,0,3,2,5,8,18,26,0,0,0,0.95
232,2024-02-08,2024-25,Динамо,Пари НН,Еськов А.,3,0,1,2,3,0,0,8,4,12,18,18,36,0,0,4,0.85
233,2024-03-09,2024-25,Химки,Ростов,Карасев С.,0,0,4,3,7,0,0,4,6,10,10,15,25,0,0,2,1.15
234,2024-04-10,2024-25,Спартак,Оренбург,Левников С.,1,1,1,5,6,0,0,7,6,13,12,11,23,0,0,4,1.3
235,2024-05-11,2024-25,Урал,Оренбург,Панин А.,3,0,6,2,8,0,0,9,6,15,14,6,20,0,0,0,1.0
236,2024-06-12,2024-25,Спартак,Ростов,Карасев С.,3,1,1,2,3,0,0,4,2,6,10,10,20,0,0,2,1.15
237,2024-07-13,2024-25,Пари НН,Химки,Иванов И.,1,0,3,2,5,0,0,10,5,15,10,16,26,0,0,1,0.95
238,2024-08-14,2024-25,Краснодар,Спартак,Москалев А.,2,1,0,1,1,0,0,5,1,6,10,14,24,0,0,1,1.05
239,2024-09-15,2024-25,Оренбург,Краснодар,Москалев А.,1,1,2,2,4,0,0,1,2,3,12,9,21,0,0,2,1.05
240,2024-10-16,2024-25,Пари НН,Краснодар,Москалев А.,1,1,0,0,0,0,0,7,3,10,15,21,36,0,0,2,1.05
